px,py,pz,qx,qy,qz,qw
-0.17111629247665405,0.02200441062450409,-0.09168075770139694,-0.077191977622648,0.14186028781868423,0.943791309484945,-0.28840080005332397
-0.1711278259754181,0.021998995915055275,-0.09169993549585342,-0.07715775887716313,0.14184799729980851,0.9437839115102556,-0.2884402091967917
-0.17114706337451935,0.021981973201036453,-0.09166772663593292,-0.07707380352997821,0.1418280194022208,0.943816705636974,-0.2883651641277692
-0.17105820775032043,0.022032873705029488,-0.09162954986095428,-0.07728067254368608,0.14177398702993982,0.9437905152435748,-0.2884220823534452
-0.17109516263008118,0.02199440263211727,-0.09164878726005554,-0.07711993868921477,0.14182554399833291,0.9438179322012615,-0.28835003204696097
-0.17105525732040405,0.022016730159521103,-0.09157314896583557,-0.07722982355725785,0.14184556381365349,0.9437844388838157,-0.28842039335050995
-0.17111143469810486,0.021995265036821365,-0.09160159528255463,-0.07711985306483922,0.1419165281672288,0.943801158463692,-0.2883601924309433
-0.1710481345653534,0.02201259136199951,-0.09159967303276062,-0.0771845757531467,0.14188091434820055,0.9437691604503045,-0.2884651091422549
-0.17080610990524292,0.022162150591611862,-0.09158769249916077,-0.07765592503870128,0.14163251515957392,0.9438422840953188,-0.2882213224410858
-0.17105209827423096,0.022020064294338226,-0.09162415564060211,-0.07718702867071661,0.14186509446954018,0.943782759799104,-0.2884277377127955
-0.1710762232542038,0.021979786455631256,-0.09162404388189316,-0.07709734759501319,0.1419099518073184,0.9438100223678914,-0.28834043464241815
-0.17104223370552063,0.022027969360351562,-0.09169583022594452,-0.07727396371575272,0.14183743318290268,0.9437853417253536,-0.28840961465266696
-0.17108049988746643,0.02200237475335598,-0.09170682728290558,-0.07718608851604093,0.14192572153609867,0.9438083688758862,-0.2883143425948334
-0.17102670669555664,0.022008759900927544,-0.0918046236038208,-0.07733115023233572,0.14191714706007386,0.943778373422012,-0.28837787438528445
-0.17106583714485168,0.021967604756355286,-0.09186531603336334,-0.07722264072152553,0.14204853421697972,0.9437884014571529,-0.2883094361302689
-0.17101362347602844,0.021985523402690887,-0.0918804183602333,-0.07736202788574073,0.14197836077865122,0.943769365485243,-0.28836894160709253
-0.17107635736465454,0.021971311420202255,-0.09185218811035156,-0.0771797344541079,0.14213867846788816,0.9437459939266193,-0.2884152971332363
-0.1709955483675003,0.021936841309070587,-0.0918758288025856,-0.07734133620151017,0.1421974345409073,0.9437069397571494,-0.28847082899098375
-0.1710292398929596,0.02190973609685898,-0.09188983589410782,-0.07719588848566354,0.14226394151683408,0.9437122176118601,-0.2884597304219584
-0.17103518545627594,0.02185911312699318,-0.09190694987773895,-0.0771068340179758,0.14231929908840088,0.943743652942444,-0.2883533783148077
-0.17104798555374146,0.021724171936511993,-0.09194523096084595,-0.07715244934732425,0.14260291584777599,0.9436503180797943,-0.2885064733057541
-0.17101486027240753,0.02173645794391632,-0.09193334728479385,-0.0772341942045376,0.14246870682182772,0.9436722745948996,-0.2884790893340112
-0.17100144922733307,0.021738428622484207,-0.09198292344808578,-0.07729336062913805,0.14254123336131314,0.9436407817835993,-0.2885304284634935
-0.17102108895778656,0.021731209009885788,-0.0919637531042099,-0.07725574751796702,0.14247379308075356,0.9436628870032256,-0.28850151378001504
-0.17100143432617188,0.021652983501553535,-0.09194719046354294,-0.07727656384737215,0.14261998762408945,0.9436786967798108,-0.28837196301652757
-0.1710236370563507,0.021745339035987854,-0.09182491153478622,-0.07736264445821218,0.142701049256755,0.9436712248212328,-0.2883332294895055
-0.17102600634098053,0.021743562072515488,-0.0918368324637413,-0.07732969864453834,0.14274169402561687,0.9436369639579036,-0.28843405961597524
-0.17104148864746094,0.02176748774945736,-0.09188020974397659,-0.07733992852818168,0.14257819590203033,0.9436839478023523,-0.2883584577721717
-0.17098259925842285,0.021777188405394554,-0.09184862673282623,-0.07734221676550983,0.14265429923163503,0.9436388858560585,-0.2884676507285772
-0.170972540974617,0.021780047565698624,-0.09190832078456879,-0.07733565369878288,0.1424479846494952,0.9437095744662,-0.288340089819475
-0.1711094081401825,0.02173934131860733,-0.09188878536224365,-0.07737049080173994,0.14265035167018428,0.9436697985094522,-0.2883608775520711
-0.17115134000778198,0.02176254615187645,-0.09188194572925568,-0.07721818748458002,0.14257545849954384,0.9436777278710649,-0.2884127876418545
-0.17112499475479126,0.021726876497268677,-0.09178262948989868,-0.07720772027921445,0.14283846591508884,0.9436162755401275,-0.288486507691588
-0.1711895763874054,0.02183050476014614,-0.09189273416996002,-0.077150763852577,0.14262410340879617,0.9436676800507197,-0.2884396546792652
-0.17112889885902405,0.021729445084929466,-0.09177173674106598,-0.07724554043280087,0.14277096818670898,0.9436315342614232,-0.2884598839937832
-0.17090560495853424,0.021658118814229965,-0.09150631725788116,-0.07710011025049732,0.14314951012788538,0.9436327570585118,-0.288307146209835
-0.16943241655826569,0.02112170122563839,-0.09052863717079163,-0.0774962452770737,0.14559860793896537,0.9432927915603851,-0.28808694299535176
-0.16816848516464233,0.020378995686769485,-0.0884915217757225,-0.0780988523837507,0.15145331621627328,0.9425101939219461,-0.2874665139049244
-0.16873399913311005,0.019620172679424286,-0.08652231097221375,-0.07486240113629657,0.15753208206564265,0.9422389375200968,-0.28594588410601596
-0.1699734777212143,0.017677124589681625,-0.08411245793104172,-0.06951653359498426,0.16573576274458454,0.9421872438292772,-0.28281143199983727
-0.17028284072875977,0.01561002992093563,-0.08005810528993607,-0.06882127120382467,0.17475182924082724,0.9418391814745934,-0.2786833095937793
-0.17061962187290192,0.014276839792728424,-0.07572316378355026,-0.0707728950196798,0.18184148408907688,0.9417580684829773,-0.27389160710402827
-0.16973431408405304,0.014226146042346954,-0.06994606554508209,-0.0794437727455419,0.18451609669753183,0.9419785916920739,-0.26892160535233844
-0.16849368810653687,0.01616670936346054,-0.06315533071756363,-0.09097953770523816,0.179607129750103,0.9431771035337299,-0.26435005963985464
-0.16679984331130981,0.01764562726020813,-0.05386338382959366,-0.10089207950004163,0.17465021116743837,0.9434692185841976,-0.26302837416797875
-0.16693955659866333,0.01649441011250019,-0.041176535189151764,-0.10186206667267203,0.1747029636389423,0.9423501548451788,-0.26660678823355216
-0.169741690158844,0.013466829434037209,-0.023327097296714783,-0.09409760339476124,0.17653524956809435,0.9410906777436375,-0.2726339724966679
-0.17334993183612823,0.010726690292358398,-0.0015673041343688965,-0.08620706581124771,0.17576240154749356,0.9402034491391648,-0.2787353480154445
-0.17742425203323364,0.01062079332768917,0.024080663919448853,-0.08138557798842412,0.16701985115281212,0.9404920909965366,-0.28452659592618906
-0.18156073987483978,0.01144481636583805,0.05383908748626709,-0.07890663303332317,0.1551823842275706,0.9404629915657462,-0.2919272724224278
-0.18653225898742676,0.011956414207816124,0.08788305521011353,-0.07492067245094758,0.14432695043165011,0.9388107304358065,-0.30362976902337063
-0.191245898604393,0.011632198467850685,0.12598416209220886,-0.0703761474437791,0.13496747969509054,0.9348302770137513,-0.3208166617775948
-0.19435210525989532,0.010795187205076218,0.16830116510391235,-0.06744915078906522,0.1275456925276418,0.92847932203481,-0.34221171360615027
-0.19581614434719086,0.009775100275874138,0.21403685212135315,-0.06588970347873824,0.11914405441047561,0.9215856579905548,-0.36351494640555515
-0.19493824243545532,0.009048602543771267,0.26213186979293823,-0.06595122946479286,0.1100456873638167,0.9149679784727334,-0.3825885262187392
-0.1916637122631073,0.008340800181031227,0.3116075396537781,-0.06779118943501057,0.10246590011554917,0.9097169822305076,-0.39663598700813185
-0.1854701042175293,0.008068318478763103,0.36065733432769775,-0.07380319127013693,0.09687851988928396,0.9055896579846732,-0.4062942439828653
-0.1763450801372528,0.007343527395278215,0.40867361426353455,-0.08108415997504265,0.09426945807148292,0.9025273274318785,-0.41229000899211865
-0.1639138013124466,0.006158630363643169,0.4551234245300293,-0.08927225579275323,0.09485941053381867,0.9006998475647622,-0.4144537865379731
-0.14833733439445496,0.00445929542183876,0.49895423650741577,-0.09809971081419094,0.09843819765899799,0.9002930541277452,-0.4125030723148098
-0.12982986867427826,0.0017284229397773743,0.5396087765693665,-0.10870571001428903,0.10385885404654453,0.9002382334424133,-0.4086166052608615
-0.10793841630220413,-0.0016401950269937515,0.5768142938613892,-0.11992634252039104,0.11078975305089071,0.9009423193890569,-0.4020525340331423
-0.08434228599071503,-0.005371510982513428,0.6107209324836731,-0.13045968926887927,0.1177195905880511,0.902823499333911,-0.3924692300271714
-0.058648694306612015,-0.00984440091997385,0.6418182253837585,-0.14028752536023031,0.12547625784719824,0.9066210401644159,-0.3776419050849081
-0.032247453927993774,-0.015144269913434982,0.6697709560394287,-0.1490539597441153,0.13265595540630756,0.9119905806617448,-0.358411070370452
-0.005814045667648315,-0.02076662890613079,0.6945645809173584,-0.15637611918268626,0.13773313447957627,0.9189961587927944,-0.33469710656036783
0.021445341408252716,-0.025813965126872063,0.7163441181182861,-0.16537329941077045,0.1400565272396391,0.9271271345613005,-0.3057304652463019
0.048341795802116394,-0.031047217547893524,0.7352120876312256,-0.17425808421190306,0.14006617700888865,0.9350071376426898,-0.27527665847676935
0.07484417408704758,-0.03685753419995308,0.7515736818313599,-0.18107054616283558,0.13880389879944768,0.9429068028756282,-0.2426390242339974
0.10032019019126892,-0.04336044192314148,0.7653560638427734,-0.18458247522091326,0.13719271279307535,0.9506900645659352,-0.20807659775528767
0.12457991391420364,-0.05067525804042816,0.7766118049621582,-0.1841630897081129,0.13489004955319303,0.9582358152824879,-0.17225781036169135
0.14759834110736847,-0.058945439755916595,0.7856141328811646,-0.18035179777953841,0.1320493086092877,0.9653346116119065,-0.1347786954885202
0.16943731904029846,-0.06742139160633087,0.792548656463623,-0.17413506147079152,0.1288195600167198,0.9713569676366589,-0.09771459843532636
0.19012582302093506,-0.07685085386037827,0.7976353764533997,-0.16480933324655747,0.12581386844297976,0.9763302950961179,-0.061545991419141556
0.21010395884513855,-0.08695698529481888,0.8014050126075745,-0.15327831023553887,0.12273882589292733,0.9801448101494974,-0.027515293325153265
0.2299695909023285,-0.097788967192173,0.8040220737457275,-0.1412711758398511,0.12036064776661401,0.9826176169023709,0.004288158011590233
0.24982595443725586,-0.10952535271644592,0.8057845234870911,-0.1279417959823664,0.11929908652922833,0.9840202433861469,0.03320821284511587
0.27017661929130554,-0.12206289172172546,0.8066536784172058,-0.11448030410388978,0.11871826249866006,0.9844987034611667,0.05968699192338056
0.2925145924091339,-0.13524533808231354,0.8067059516906738,-0.10405597863820393,0.11754600261200804,0.9838661234677086,0.08580641976103455
0.31740710139274597,-0.14872291684150696,0.8062856793403625,-0.0981648234191793,0.11552780646122333,0.9820161127175133,0.11252265434357468
0.3442080318927765,-0.1632530242204666,0.8053408861160278,-0.09542354969565524,0.11402441171258103,0.9787868805975887,0.14095751866119977
0.37230077385902405,-0.17861256003379822,0.8041418194770813,-0.09374910991473998,0.11289799918486548,0.9740378368475403,0.17238166538124788
0.4008989930152893,-0.19397787749767303,0.8028750419616699,-0.09042218842905508,0.11145454396020639,0.9676872101009825,0.20732384300243883
0.4297078549861908,-0.21124494075775146,0.8016653060913086,-0.08802320799975254,0.11084261739421865,0.9596559933111378,0.2429530891440667
0.45801839232444763,-0.22922761738300323,0.8006018400192261,-0.08541388341269816,0.11031253713313972,0.9498503870520929,0.27985684713546144
0.4847962558269501,-0.2477896511554718,0.8001227974891663,-0.08131321109608723,0.10840880454853878,0.9385553515345684,0.31741068807370476
0.5094866156578064,-0.2667931020259857,0.8003441095352173,-0.07408058340146509,0.10574396551647956,0.9257991205616457,0.35528336477666883
0.5309805870056152,-0.2854316830635071,0.8012449145317078,-0.062075721142241795,0.10214161386652319,0.9115866993378999,0.3933489356177868
0.5509825944900513,-0.3039515018463135,0.8023128509521484,-0.049815175522419416,0.09807591268462165,0.8952534211707143,0.4317648382173804
0.5695726275444031,-0.3225941061973572,0.8029600381851196,-0.03827240950807645,0.09404036334547981,0.8768295079883442,0.4699591967960775
0.5857967138290405,-0.34120863676071167,0.8032096028327942,-0.025873141574718025,0.0902941042655577,0.8570779194827538,0.5065520656507576
0.6011794805526733,-0.36089909076690674,0.8029830455780029,-0.0155555017848036,0.08697386252969269,0.8353104310574383,0.5426325251655356
0.6158674359321594,-0.38110077381134033,0.8022122383117676,-0.007766986411237825,0.0815375722254185,0.8128216460168617,0.5767254719570758
0.6299411654472351,-0.4027273654937744,0.8001556396484375,-0.003544248369124469,0.07679008410892627,0.7899095196742281,0.6083861208262991
0.6432496905326843,-0.42557409405708313,0.7973598837852478,-0.0007227895969413369,0.07279179340674323,0.7670378388377764,0.6374588505769623
0.6554971933364868,-0.4492366909980774,0.7938591241836548,-0.00012048365687923343,0.06915217641620909,0.7451100995274896,0.6633467430859403
0.6669567227363586,-0.47282829880714417,0.7896561026573181,0.000339396286117323,0.06501336257532832,0.7239185002033196,0.6868152244673863
0.6777446866035461,-0.4966914653778076,0.7846277356147766,-0.0005171344879435062,0.06092407825504575,0.7031467310693904,0.7084297169424252
0.6879794001579285,-0.5206747651100159,0.778325617313385,-0.0038820710784701383,0.05673240299834486,0.6839640071731031,0.727296088856448
0.6974384784698486,-0.5446475744247437,0.7702614068984985,-0.007950230637875828,0.05408453237853616,0.6658590747421637,0.7440721401676785
0.7056549787521362,-0.5679532289505005,0.7601412534713745,-0.00984892835097357,0.052903885938482505,0.6500504725444992,0.7579832192124167
0.7119444608688354,-0.5901452302932739,0.7480161190032959,-0.009223795879232105,0.05421404677350667,0.6371711748216565,0.7687578635034626
0.7171908617019653,-0.6103031039237976,0.7331284284591675,-0.006117022013126711,0.05776372128837766,0.6264849179046156,0.7772660948366761
0.721774160861969,-0.6299276947975159,0.7155221700668335,-0.0033410288110195564,0.06430489019795543,0.6171624323999642,0.7841965637882331
0.7266795635223389,-0.647071897983551,0.6953767538070679,0.0015834361107990174,0.06942906085921768,0.6087806702426283,0.790293106244276
0.7322795987129211,-0.6608722805976868,0.672787606716156,0.00916377530578015,0.07234725641434135,0.6019497372446311,0.7951970910048541
0.7381815910339355,-0.6715104579925537,0.6482348442077637,0.02170434276444631,0.07154781426098954,0.5962364049187169,0.7993196990123804
0.7444855570793152,-0.6800292134284973,0.6218456625938416,0.03732672400753766,0.06826688250195255,0.5890684064884898,0.804328764191261
0.7504168748855591,-0.6878693103790283,0.5935624837875366,0.05385394875725924,0.06602145301594628,0.5812128379751983,0.8092790352639376
0.7564380764961243,-0.6952807307243347,0.5629532337188721,0.06822192128894716,0.06456847400668446,0.5733067164912946,0.8139386281815498
0.7621595859527588,-0.7027702927589417,0.5301716327667236,0.08113246955361221,0.06375195752786043,0.5647163129196319,0.8188093161523962
0.7678350210189819,-0.7113096714019775,0.4948665499687195,0.09191012813938405,0.06522712780250432,0.5544865053393644,0.8245257215760932
0.7726638317108154,-0.721384584903717,0.45682981610298157,0.09838410098769916,0.07121707877384124,0.5430501257309712,0.8308701807787657
0.7757197022438049,-0.7319692373275757,0.4164891839027405,0.10427695169950174,0.08213444881371787,0.5320372280127688,0.8362515397120748
0.7770320177078247,-0.7421730756759644,0.37494099140167236,0.10892945396424816,0.09394977389595459,0.5217605967520673,0.8408767410987631
0.7771753072738647,-0.7521718144416809,0.3324469029903412,0.11170740100846586,0.10712445211921044,0.512445648910837,0.8446568920161867
0.7759827971458435,-0.7614115476608276,0.28966182470321655,0.11374972124208649,0.12182169689597082,0.5035980433240101,0.8477083731112737
